contact_id,account_id,contact_date,contact_channel,contact_result,agent_id,promised_payment_date
K00000457,A000194,2025-11-14,sms,delivered,AG045,
K00000459,A000194,2025-11-22,sms,hardship_discussed,AG033,
K00000467,A000195,2025-08-14,letter,no_answer,AG032,
K00000464,A000195,2025-08-22,letter,delivered,AG006,
K00000463,A000195,2025-08-26,sms,delivered,AG018,
K00000466,A000195,2025-09-03,sms,promise_to_pay,AG039,2025-09-08
K00000465,A000195,2025-09-11,field_visit,no_answer,AG020,
K00000468,A000195,2025-10-15,phone,right_party_contact,AG013,
K00000469,A000197,2026-04-07,email,delivered,AG045,
K00000470,A000198,2025-08-24,field_visit,no_answer,AG045,
K00000472,A000198,2025-09-04,sms,dispute_raised,AG002,
K00000471,A000198,2025-09-19,email,wrong_number,AG035,
K00000473,A000199,2025-12-24,email,no_answer,AG022,
K00000477,A000199,2025-12-31,sms,wrong_number,AG014,
K00000479,A000199,2026-01-07,letter,right_party_contact,AG045,
K00000474,A000199,2026-01-27,phone,wrong_number,AG040,
K00000480,A000199,2026-01-31,sms,delivered,AG031,
K00000475,A000199,2026-02-23,sms,no_answer,AG037,
K00000476,A000199,2026-03-21,phone,delivered,AG026,
K00000478,A000199,2026-04-06,letter,wrong_number,AG009,
K00000483,A000200,2024-12-16,email,no_answer,AG020,
K00000484,A000200,2024-12-16,sms,no_answer,AG018,
K00000482,A000200,2024-12-23,email,delivered,AG030,
K00000487,A000200,2024-12-26,email,wrong_number,AG003,
K00000486,A000200,2025-01-11,email,no_answer,AG030,
K00000485,A000200,2025-03-30,email,right_party_contact,AG030,
K00000481,A000200,2025-06-30,email,no_answer,AG020,
K00000488,A000201,2025-06-27,email,right_party_contact,AG041,
K00000490,A000201,2025-07-03,email,promise_to_pay,AG020,2025-07-06
K00000491,A000201,2025-08-17,email,wrong_number,AG008,
K00000489,A000201,2025-09-13,sms,wrong_number,AG017,
K00000492,A000202,2025-04-19,email,promise_to_pay,AG022,2025-05-03
K00000493,A000203,2025-09-01,phone,promise_to_pay,AG008,2025-09-15
K00000496,A000203,2025-09-06,sms,delivered,AG016,
K00000494,A000203,2025-10-13,email,wrong_number,AG024,
K00000495,A000203,2025-10-23,sms,wrong_number,AG015,
K00000498,A000204,2026-04-19,email,delivered,AG004,
K00000497,A000204,2026-04-24,email,no_answer,AG041,
K00000501,A000206,2025-10-09,letter,right_party_contact,AG021,
K00000499,A000206,2025-10-12,sms,no_answer,AG037,
K00000500,A000206,2025-10-25,sms,hardship_discussed,AG014,
K00000502,A000208,2025-09-11,sms,delivered,AG028,
K00000503,A000208,2025-10-24,sms,hardship_discussed,AG045,
K00000504,A000210,2025-03-05,sms,right_party_contact,AG028,
K00000510,A000211,2025-10-08,phone,no_answer,AG005,
K00000507,A000211,2025-10-20,sms,no_answer,AG002,
K00000506,A000211,2025-10-27,sms,no_answer,AG021,
K00000509,A000211,2025-10-31,field_visit,promise_to_pay,AG023,2025-11-07
K00000505,A000211,2025-11-10,email,dispute_raised,AG033,
K00000508,A000211,2025-12-04,phone,hardship_discussed,AG001,
K00000511,A000213,2026-02-18,email,hardship_discussed,AG045,
K00000512,A000213,2026-03-14,sms,right_party_contact,AG010,
K00000518,A000214,2025-04-14,sms,delivered,AG019,
K00000517,A000214,2025-04-22,sms,right_party_contact,AG015,
K00000516,A000214,2025-04-24,email,no_answer,AG035,
K00000514,A000214,2025-05-09,sms,right_party_contact,AG025,
K00000515,A000214,2025-06-02,sms,no_answer,AG008,
K00000513,A000214,2025-06-13,email,delivered,AG039,
K00000520,A000215,2025-11-05,letter,dispute_raised,AG044,
K00000519,A000215,2025-11-23,sms,delivered,AG019,
K00000521,A000215,2025-12-28,phone,right_party_contact,AG029,
K00000522,A000215,2026-02-09,email,delivered,AG002,
K00000524,A000217,2026-04-02,email,dispute_raised,AG025,
K00000523,A000217,2026-04-09,email,dispute_raised,AG028,
K00000525,A000218,2025-11-07,sms,no_answer,AG023,
K00000526,A000218,2025-12-09,sms,right_party_contact,AG029,
K00000527,A000219,2026-03-03,email,wrong_number,AG035,
K00000529,A000220,2025-09-03,field_visit,no_answer,AG025,
K00000528,A000220,2025-09-26,sms,hardship_discussed,AG013,
K00000531,A000223,2026-02-13,sms,delivered,AG030,
K00000530,A000223,2026-03-21,sms,delivered,AG040,
K00000534,A000224,2026-03-02,sms,delivered,AG027,
K00000533,A000224,2026-03-04,letter,promise_to_pay,AG040,2026-03-18
K00000532,A000224,2026-03-23,sms,right_party_contact,AG006,
K00000535,A000225,2025-07-09,email,wrong_number,AG043,
K00000536,A000225,2025-08-31,phone,no_answer,AG019,
K00000538,A000226,2026-03-26,sms,promise_to_pay,AG030,2026-03-31
K00000537,A000226,2026-04-04,sms,promise_to_pay,AG036,2026-04-09
K00000541,A000228,2026-01-18,email,hardship_discussed,AG022,
K00000540,A000228,2026-03-02,email,delivered,AG002,
K00000539,A000228,2026-03-04,letter,hardship_discussed,AG031,
K00000543,A000229,2025-05-07,email,delivered,AG005,
K00000542,A000229,2025-06-22,sms,delivered,AG018,
K00000544,A000229,2025-07-28,sms,no_answer,AG022,
K00000547,A000230,2024-12-03,sms,right_party_contact,AG043,
K00000546,A000230,2024-12-11,sms,hardship_discussed,AG011,
K00000548,A000230,2024-12-15,email,no_answer,AG024,
K00000549,A000230,2025-01-03,sms,delivered,AG014,
K00000545,A000230,2025-01-06,phone,wrong_number,AG035,
K00000551,A000232,2026-01-29,phone,right_party_contact,AG023,
K00000550,A000232,2026-02-07,email,no_answer,AG043,
K00000552,A000233,2026-03-25,phone,delivered,AG006,
K00000554,A000233,2026-03-31,sms,hardship_discussed,AG038,
K00000553,A000233,2026-04-07,sms,wrong_number,AG035,
K00000555,A000234,2026-04-21,sms,right_party_contact,AG021,
K00000556,A000235,2024-12-11,letter,delivered,AG004,
K00000561,A000236,2025-08-26,email,delivered,AG030,
K00000560,A000236,2025-09-10,phone,delivered,AG018,
K00000558,A000236,2025-09-20,email,delivered,AG030,
K00000557,A000236,2025-09-24,email,dispute_raised,AG010,
K00000562,A000236,2025-09-25,email,right_party_contact,AG028,
K00000559,A000236,2026-01-25,email,dispute_raised,AG026,
K00000564,A000237,2026-02-19,email,right_party_contact,AG032,
K00000565,A000237,2026-03-27,sms,right_party_contact,AG007,
K00000563,A000237,2026-04-26,email,no_answer,AG007,
K00000567,A000238,2025-02-06,sms,promise_to_pay,AG016,2025-02-20
K00000566,A000238,2025-02-15,field_visit,delivered,AG016,
K00000570,A000239,2025-03-08,email,right_party_contact,AG015,
K00000568,A000239,2025-03-13,sms,right_party_contact,AG033,
K00000569,A000239,2025-03-30,sms,promise_to_pay,AG031,2025-04-09
K00000573,A000240,2026-03-01,email,right_party_contact,AG040,
K00000574,A000240,2026-03-01,sms,promise_to_pay,AG030,2026-03-06
K00000572,A000240,2026-03-21,email,right_party_contact,AG020,
K00000571,A000240,2026-03-23,email,hardship_discussed,AG037,
K00000575,A000241,2025-11-06,email,delivered,AG013,
K00000577,A000241,2025-11-23,email,wrong_number,AG033,
K00000576,A000241,2025-12-01,email,delivered,AG019,
K00000578,A000242,2026-03-30,sms,no_answer,AG036,
K00000579,A000243,2025-12-26,email,delivered,AG016,
K00000580,A000245,2025-08-29,email,dispute_raised,AG013,
K00000584,A000245,2025-10-17,sms,dispute_raised,AG021,
K00000581,A000245,2025-10-28,sms,dispute_raised,AG013,
K00000583,A000245,2025-11-12,sms,delivered,AG013,
K00000582,A000245,2026-02-12,sms,wrong_number,AG012,
K00000587,A000246,2025-06-17,field_visit,no_answer,AG045,
K00000586,A000246,2025-06-19,sms,delivered,AG005,
K00000585,A000246,2025-06-23,phone,wrong_number,AG009,
K00000588,A000247,2025-05-26,email,no_answer,AG036,
K00000589,A000247,2025-07-31,sms,hardship_discussed,AG014,
K00000590,A000248,2025-08-12,phone,right_party_contact,AG022,
K00000591,A000248,2025-09-07,phone,delivered,AG042,
K00000593,A000250,2025-12-09,phone,right_party_contact,AG037,
K00000594,A000250,2025-12-28,sms,delivered,AG037,
K00000595,A000250,2026-01-09,sms,no_answer,AG044,
K00000592,A000250,2026-01-24,email,delivered,AG020,
K00000599,A000251,2026-01-13,email,wrong_number,AG019,
K00000600,A000251,2026-01-13,email,delivered,AG032,
K00000597,A000251,2026-01-15,sms,dispute_raised,AG044,
K00000598,A000251,2026-01-17,email,right_party_contact,AG019,
K00000596,A000251,2026-01-30,sms,wrong_number,AG011,
K00000601,A000252,2025-08-09,phone,no_answer,AG040,
K00000602,A000252,2025-08-12,email,promise_to_pay,AG031,2025-08-19
K00000604,A000253,2026-03-31,email,promise_to_pay,AG043,2026-04-03
K00000603,A000253,2026-04-21,email,hardship_discussed,AG036,
K00000605,A000254,2025-10-07,phone,right_party_contact,AG014,
K00000607,A000254,2025-10-23,email,promise_to_pay,AG006,2025-11-06
K00000608,A000254,2025-11-07,email,promise_to_pay,AG015,2025-11-17
K00000609,A000254,2025-11-09,email,promise_to_pay,AG024,2025-11-19
K00000606,A000254,2026-01-16,phone,no_answer,AG015,
K00000610,A000255,2025-10-08,email,right_party_contact,AG033,
K00000611,A000255,2025-10-09,email,no_answer,AG024,
K00000613,A000256,2024-12-04,letter,hardship_discussed,AG003,
K00000614,A000256,2024-12-05,letter,delivered,AG001,
K00000612,A000256,2024-12-14,sms,delivered,AG016,
K00000615,A000256,2025-02-04,sms,wrong_number,AG027,
K00000616,A000257,2026-03-13,sms,no_answer,AG021,
K00000617,A000258,2026-04-23,phone,delivered,AG017,
K00000618,A000259,2026-03-01,email,promise_to_pay,AG010,2026-03-11
K00000619,A000259,2026-04-17,sms,right_party_contact,AG011,
K00000624,A000260,2026-01-11,phone,no_answer,AG009,
K00000623,A000260,2026-02-05,email,right_party_contact,AG023,
K00000620,A000260,2026-02-20,sms,right_party_contact,AG041,
K00000621,A000260,2026-02-25,field_visit,promise_to_pay,AG013,2026-03-11
K00000622,A000260,2026-03-17,email,right_party_contact,AG045,
K00000625,A000261,2025-06-29,sms,delivered,AG039,
K00000627,A000262,2026-02-03,email,wrong_number,AG045,
K00000626,A000262,2026-03-11,email,promise_to_pay,AG028,2026-03-21
K00000628,A000263,2025-06-01,email,promise_to_pay,AG029,2025-06-11
K00000629,A000263,2025-07-19,email,delivered,AG023,
K00000630,A000264,2026-01-02,field_visit,delivered,AG041,
K00000632,A000264,2026-01-05,email,delivered,AG019,
K00000631,A000264,2026-02-14,phone,wrong_number,AG032,
K00000634,A000265,2026-02-05,phone,dispute_raised,AG024,
K00000633,A000265,2026-03-01,email,hardship_discussed,AG017,
K00000635,A000267,2025-01-27,sms,promise_to_pay,AG010,2025-02-03
K00000636,A000269,2025-09-21,sms,wrong_number,AG022,
K00000637,A000269,2025-09-23,email,dispute_raised,AG027,
K00000639,A000269,2025-09-23,phone,delivered,AG003,
K00000638,A000269,2025-09-25,phone,dispute_raised,AG045,
K00000641,A000270,2026-02-20,email,no_answer,AG008,
K00000640,A000270,2026-02-27,sms,no_answer,AG009,
K00000642,A000271,2025-11-13,sms,right_party_contact,AG029,
K00000643,A000271,2025-12-08,phone,no_answer,AG024,
K00000645,A000275,2026-03-27,sms,no_answer,AG034,
K00000646,A000275,2026-04-06,sms,no_answer,AG008,
K00000644,A000275,2026-04-18,phone,no_answer,AG026,
K00000648,A000276,2025-10-07,email,no_answer,AG005,
K00000649,A000276,2025-10-25,phone,no_answer,AG002,
K00000647,A000276,2025-12-07,sms,right_party_contact,AG017,
K00000650,A000277,2025-05-02,email,delivered,AG001,
K00000651,A000277,2025-07-20,email,dispute_raised,AG005,
K00000652,A000279,2025-01-23,email,delivered,AG008,
K00000653,A000279,2025-01-27,phone,delivered,AG031,
K00000654,A000280,2025-08-19,phone,right_party_contact,AG010,
K00000661,A000281,2025-04-04,phone,right_party_contact,AG012,
K00000659,A000281,2025-04-14,phone,dispute_raised,AG003,
K00000658,A000281,2025-04-26,phone,dispute_raised,AG043,
K00000656,A000281,2025-05-02,sms,promise_to_pay,AG037,2025-05-16
K00000657,A000281,2025-05-04,sms,right_party_contact,AG026,
K00000655,A000281,2025-06-10,letter,delivered,AG034,
K00000660,A000281,2025-06-30,email,no_answer,AG015,
K00000662,A000282,2026-03-15,sms,hardship_discussed,AG039,
K00000666,A000284,2026-01-06,phone,right_party_contact,AG042,
K00000668,A000284,2026-01-08,letter,no_answer,AG039,
K00000667,A000284,2026-01-15,sms,delivered,AG015,
K00000665,A000284,2026-01-19,email,dispute_raised,AG026,
K00000664,A000284,2026-02-20,email,dispute_raised,AG037,
K00000663,A000284,2026-03-08,letter,no_answer,AG003,
K00000670,A000285,2025-10-28,phone,delivered,AG006,
K00000669,A000285,2025-11-02,email,no_answer,AG024,
K00000672,A000286,2025-08-28,sms,no_answer,AG020,
K00000671,A000286,2025-08-29,email,delivered,AG011,
K00000673,A000286,2025-10-15,email,delivered,AG031,
K00000674,A000286,2025-11-06,sms,promise_to_pay,AG003,2025-11-20
K00000675,A000287,2026-01-24,email,right_party_contact,AG015,
K00000676,A000287,2026-03-27,email,right_party_contact,AG013,
K00000677,A000288,2024-11-24,sms,dispute_raised,AG020,
K00000680,A000289,2026-04-07,phone,delivered,AG018,
K00000678,A000289,2026-04-18,phone,delivered,AG017,
K00000679,A000289,2026-04-21,sms,wrong_number,AG011,
K00000686,A000290,2025-10-25,sms,no_answer,AG018,
K00000685,A000290,2025-11-10,field_visit,delivered,AG014,
K00000682,A000290,2025-11-20,email,right_party_contact,AG027,
K00000681,A000290,2025-12-06,phone,right_party_contact,AG043,
K00000683,A000290,2025-12-14,email,hardship_discussed,AG044,
K00000684,A000290,2026-03-09,sms,right_party_contact,AG043,
K00000689,A000291,2026-02-07,phone,no_answer,AG024,
K00000687,A000291,2026-02-18,email,delivered,AG020,
K00000690,A000291,2026-03-18,sms,hardship_discussed,AG017,
K00000688,A000291,2026-04-21,sms,no_answer,AG027,
K00000691,A000293,2025-09-22,sms,promise_to_pay,AG025,2025-10-06
K00000692,A000293,2025-11-02,sms,delivered,AG010,
K00000693,A000293,2025-12-03,sms,delivered,AG016,
K00000698,A000294,2025-04-17,sms,right_party_contact,AG038,
K00000696,A000294,2025-04-30,email,delivered,AG013,
K00000700,A000294,2025-05-19,email,no_answer,AG042,
K00000697,A000294,2025-05-22,sms,no_answer,AG005,
K00000699,A000294,2025-06-16,phone,hardship_discussed,AG031,
K00000694,A000294,2025-06-22,sms,delivered,AG024,
K00000695,A000294,2025-06-26,email,delivered,AG044,
K00000702,A000295,2025-06-12,phone,delivered,AG011,
K00000701,A000295,2025-06-17,email,promise_to_pay,AG015,2025-07-01
K00000706,A000295,2025-08-01,sms,delivered,AG015,
K00000704,A000295,2025-08-15,email,delivered,AG030,
K00000703,A000295,2025-08-23,email,right_party_contact,AG018,
K00000705,A000295,2025-08-29,sms,promise_to_pay,AG024,2025-09-08
K00000707,A000298,2025-08-11,email,delivered,AG033,
K00000709,A000298,2025-08-21,phone,no_answer,AG014,
K00000708,A000298,2025-10-03,email,right_party_contact,AG016,
K00000711,A000299,2026-03-19,sms,delivered,AG001,
K00000710,A000299,2026-03-31,field_visit,no_answer,AG003,
K00000713,A000300,2025-05-31,sms,promise_to_pay,AG018,2025-06-07
K00000712,A000300,2025-07-24,email,delivered,AG017,
K00000715,A000301,2026-04-04,sms,right_party_contact,AG003,
K00000714,A000301,2026-04-11,sms,delivered,AG017,
K00000716,A000301,2026-04-26,sms,delivered,AG004,
K00000717,A000303,2025-10-02,email,promise_to_pay,AG007,2025-10-16
K00000718,A000303,2025-12-13,sms,hardship_discussed,AG030,
K00000722,A000304,2025-08-04,letter,no_answer,AG031,
K00000724,A000304,2025-08-19,email,no_answer,AG024,
K00000719,A000304,2025-09-05,email,no_answer,AG023,
K00000720,A000304,2025-09-25,phone,no_answer,AG044,
K00000721,A000304,2025-09-30,sms,wrong_number,AG013,
K00000723,A000304,2025-12-07,sms,no_answer,AG014,
K00000725,A000305,2025-04-22,phone,delivered,AG036,
K00000727,A000305,2025-04-24,sms,delivered,AG007,
K00000728,A000305,2025-05-11,phone,no_answer,AG026,
K00000726,A000305,2025-07-12,letter,delivered,AG038,
K00000730,A000308,2026-01-15,sms,promise_to_pay,AG024,2026-01-18
K00000729,A000308,2026-03-23,letter,no_answer,AG015,
K00000731,A000309,2025-06-14,email,wrong_number,AG045,
K00000733,A000310,2024-12-31,email,no_answer,AG001,
K00000732,A000310,2025-02-17,email,wrong_number,AG038,
K00000734,A000310,2025-10-13,email,dispute_raised,AG038,
K00000735,A000311,2025-01-20,email,delivered,AG003,
K00000736,A000311,2025-01-30,sms,no_answer,AG028,
K00000738,A000311,2025-04-27,sms,delivered,AG023,
K00000737,A000311,2025-05-26,phone,promise_to_pay,AG014,2025-06-09
K00000745,A000312,2025-12-03,phone,wrong_number,AG027,
K00000741,A000312,2025-12-25,phone,right_party_contact,AG017,
K00000739,A000312,2025-12-29,phone,delivered,AG028,
K00000744,A000312,2026-01-05,sms,wrong_number,AG006,
K00000743,A000312,2026-01-08,email,right_party_contact,AG041,
K00000742,A000312,2026-01-19,sms,no_answer,AG033,
K00000740,A000312,2026-02-28,sms,promise_to_pay,AG044,2026-03-14
K00000747,A000313,2025-12-15,email,no_answer,AG041,
K00000746,A000313,2025-12-17,sms,no_answer,AG034,
K00000748,A000313,2026-01-05,email,delivered,AG019,
K00000749,A000314,2026-03-11,phone,delivered,AG020,
K00000751,A000315,2025-09-27,email,hardship_discussed,AG002,
K00000750,A000315,2025-11-12,sms,promise_to_pay,AG020,2025-11-26
K00000752,A000316,2024-11-11,sms,no_answer,AG034,
K00000753,A000316,2024-12-25,email,dispute_raised,AG004,
K00000755,A000318,2025-12-30,sms,no_answer,AG002,
K00000754,A000318,2026-01-04,sms,no_answer,AG022,
K00000756,A000319,2026-03-25,sms,no_answer,AG035,
K00000757,A000319,2026-04-26,sms,delivered,AG025,
K00000759,A000320,2025-06-05,email,promise_to_pay,AG032,2025-06-10
K00000761,A000320,2025-07-03,letter,right_party_contact,AG038,
K00000758,A000320,2025-08-14,phone,delivered,AG020,
K00000762,A000320,2025-08-30,sms,hardship_discussed,AG039,
K00000760,A000320,2025-11-10,sms,delivered,AG030,
K00000763,A000321,2026-04-19,phone,wrong_number,AG023,
K00000764,A000323,2025-01-25,phone,delivered,AG009,
K00000765,A000323,2025-06-08,sms,delivered,AG008,
K00000766,A000324,2025-08-29,sms,wrong_number,AG015,
K00000767,A000325,2025-07-01,phone,right_party_contact,AG036,
K00000768,A000325,2025-07-19,email,right_party_contact,AG020,
K00000769,A000326,2026-03-26,phone,hardship_discussed,AG031,
K00000774,A000327,2025-04-03,sms,delivered,AG043,
K00000772,A000327,2025-04-27,sms,promise_to_pay,AG030,2025-05-04
K00000770,A000327,2025-05-05,email,delivered,AG030,
K00000773,A000327,2025-05-21,email,hardship_discussed,AG019,
K00000771,A000327,2025-09-24,phone,no_answer,AG034,
K00000776,A000328,2025-02-02,email,hardship_discussed,AG009,
K00000777,A000328,2025-03-03,email,promise_to_pay,AG023,2025-03-17
K00000775,A000328,2025-03-09,sms,delivered,AG007,
K00000779,A000329,2025-10-01,phone,delivered,AG032,
K00000778,A000329,2025-11-01,letter,delivered,AG028,
K00000784,A000330,2026-03-24,email,promise_to_pay,AG024,2026-03-27
K00000783,A000330,2026-03-27,email,hardship_discussed,AG028,
K00000782,A000330,2026-04-03,letter,dispute_raised,AG002,
K00000781,A000330,2026-04-05,phone,delivered,AG025,
K00000780,A000330,2026-04-26,phone,delivered,AG041,
K00000785,A000331,2026-03-06,email,right_party_contact,AG033,
K00000786,A000332,2026-04-29,letter,hardship_discussed,AG036,
K00000787,A000333,2026-04-28,email,right_party_contact,AG011,
K00000789,A000334,2026-02-09,sms,no_answer,AG031,
K00000788,A000334,2026-02-11,sms,no_answer,AG019,
